"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"KF112906"	"2205"	"25-FEB-2014"	"cattle"	"Iran: Dam Shahr, Qom Province"	"10-Jun-2003"	"A"	"A/IRN/41/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112905"	"2205"	"25-FEB-2014"	"cattle"	"Iran: Varamin County, Tehran Province"	"19-Jan-2003"	"A"	"A/IRN/10/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112904"	"2205"	"25-FEB-2014"	"host unknown"	"Germany"	"1929"	"A"	"A11/Germany/c.29 (AGB)"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112903"	"2205"	"25-FEB-2014"	"cattle"	"Ethiopia: Yabelo, Borena Zone, Oromia Region"	"01-Aug-2008"	"A"	"A/ETH/9/2008"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112902"	"2205"	"25-FEB-2014"	"cattle"	"Egypt: Ismailia Governorate"	"09-Feb-2006"	"A"	"A/EGY/1/2006"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112901"	"2205"	"25-FEB-2014"	"cattle"	"Egypt: Alexandria"	"13-May-1972"	"A"	"A/EGY/1/72"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112900"	"2205"	"25-FEB-2014"	"cattle"	"Bahrain: A'ali, Central Governate"	"14-Jan-2009"	"A"	"A/BAR/2/2009"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF112899"	"2205"	"25-FEB-2014"	"host unknown"	"Argentina: Buenos Aires"	"1981"	"A"	"A/Alem/ARG/81"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1"	"FALSE"	"<1..>2205"	"1"
"KF747340"	" 563"	"11-JAN-2014"	"cattle"	"Egypt"	"05-Jan-2013"	"-1"	"-1"	"-1"	"-1"	"-1"	"VP1"	"1"	"1D"	"FALSE"	"<1..>563"	"1"
"KF219695"	" 654"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 3"	"MOZ/P13/2010 B12"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>654"	"1"
"KF219694"	" 654"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 3"	"MOZ/P13/2010 B11"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>654"	"1"
"KF219693"	" 654"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 3"	"MOZ/P13/2010 B7"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>654"	"1"
"KF219692"	" 648"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 2"	"MOZ/P13/2010 B22"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>648"	"1"
"KF219691"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Mozambique: Marromeu National Park"	"14-Sep-2010"	"SAT 1"	"MOZ/P13/2010 B16"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219690"	" 663"	"31-DEC-2013"	"cattle"	"Zimbabwe"	"2003"	"SAT 1"	"ZIM/23/2003"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219689"	" 648"	"31-DEC-2013"	"cattle"	"Zimbabwe: Bumira Dip Tank, Ndowaoyo Communal"	"01-Aug-2002"	"SAT 2"	"ZIM/14/2002"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>648"	"1"
"KF219688"	" 663"	"31-DEC-2013"	"cattle"	"Botswana"	"1977"	"SAT 1"	"BOT/24/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219687"	" 663"	"31-DEC-2013"	"Tragelaphus strepsiceros (greater kudu)"	"Botswana"	"1977"	"SAT 1"	"BOT/17/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219686"	" 663"	"31-DEC-2013"	"cattle"	"Botswana"	"1977"	"SAT 1"	"BOT/1/77"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219685"	" 654"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Ishasha, Queen Elizabeth National Park"	"Oct-1970"	"SAT 3"	"UGA-BUFF/27/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>654"	"1"
"KF219684"	" 648"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 2"	"UGA-BUFF/24/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>648"	"1"
"KF219683"	" 648"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 2"	"UGA-BUFF/12/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>648"	"1"
"KF219682"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 1"	"UGA-BUFF/21/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF219681"	" 663"	"31-DEC-2013"	"African buffalo (Syncerus caffer)"	"Uganda: Queen Elizabeth National Park"	"1970"	"SAT 1"	"UGA-BUFF/10/70"	"-1"	"-1"	"-1"	"capsid protein"	"1"	"VP1; 1D"	"FALSE"	"<1..>663"	"1"
"KF570684"	" 633"	"13-DEC-2013"	"cattle"	"India: Tamilnadu"	"2012"	"Asia1"	"IND306/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570683"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"19-May-2012"	"Asia1"	"IND305/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570682"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"11-Apr-2012"	"Asia1"	"IND303/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570681"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"12-Mar-2012"	"Asia1"	"IND300/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570680"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"12-Jan-2012"	"Asia1"	"IND294/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570679"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"23-Dec-2011"	"Asia1"	"IND292/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570678"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"02-Mar-2012"	"Asia1"	"IND291/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570677"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"14-Feb-2012"	"Asia1"	"IND288/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570676"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"25-Jan-2012"	"Asia1"	"IND285/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570675"	" 633"	"13-DEC-2013"	"cattle"	"India: Maharashtra"	"13-Feb-2012"	"Asia1"	"IND283/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570674"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"23-Feb-2012"	"Asia1"	"IND135/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570673"	" 633"	"13-DEC-2013"	"cattle"	"India: Karnataka"	"31-Jan-2012"	"Asia1"	"IND121/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570672"	" 633"	"13-DEC-2013"	"buffalo"	"India: Karnataka"	"31-Jan-2012"	"Asia1"	"IND120/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570671"	" 633"	"13-DEC-2013"	"cattle"	"India: Karnataka"	"19-Jan-2012"	"Asia1"	"IND119/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570670"	" 633"	"13-DEC-2013"	"cattle"	"India: Karnataka"	"19-Jan-2012"	"Asia1"	"IND118/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570669"	" 633"	"13-DEC-2013"	"buffalo"	"India: Karnataka"	"18-Jan-2012"	"Asia1"	"IND115/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570668"	" 633"	"13-DEC-2013"	"cattle"	"India: Karnataka"	"18-Jan-2012"	"Asia1"	"IND114/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570667"	" 633"	"13-DEC-2013"	"buffalo"	"India: Gujarat"	"28-Dec-2011"	"Asia1"	"IND68/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570666"	" 633"	"13-DEC-2013"	"cattle"	"India: Tamilnadu"	"2011"	"Asia1"	"IND16/2012"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570665"	" 633"	"13-DEC-2013"	"cattle"	"India: Gujarat"	"05-Aug-2011"	"Asia1"	"IND148/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570664"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"29-Jul-2011"	"Asia1"	"IND133/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570663"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"18-Jul-2011"	"Asia1"	"IND129/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570662"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"07-Jul-2011"	"Asia1"	"IND127/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570661"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"06-Jun-2011"	"Asia1"	"IND125/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570660"	" 633"	"13-DEC-2013"	"cattle"	"India: West Bengal"	"29-Apr-2011"	"Asia1"	"IND78/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570659"	" 633"	"13-DEC-2013"	"cattle"	"India: Tripura"	"Dec-2010"	"Asia1"	"IND7/2011"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570658"	" 633"	"13-DEC-2013"	"cattle"	"India: Gujarat"	"27-Jul-2010"	"Asia1"	"IND205/2010"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570657"	" 633"	"13-DEC-2013"	"cattle"	"India: Gujarat"	"02-Feb-2010"	"Asia1"	"IND65/2010"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570656"	" 633"	"13-DEC-2013"	"cattle"	"India: Gujarat"	"07-Dec-2009"	"Asia1"	"IND787/2009"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570655"	" 633"	"13-DEC-2013"	"cattle"	"India: Gujarat"	"30-Jul-2009"	"Asia1"	"IND327/2009"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570654"	" 633"	"13-DEC-2013"	"cattle"	"India: Haryana"	"2009"	"Asia1"	"IND248/2009"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF570653"	" 633"	"13-DEC-2013"	"cattle"	"India: Assam"	"02-Mar-2008"	"Asia1"	"IND341/2008"	"-1"	"-1"	"1d"	"VP1"	"1"	"structural protein"	"FALSE"	"<1..>633"	"1"
"KF561727"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Makete District, Njombe District,"	"Oct-2009"	"SAT2"	"TAN/43/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561726"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Kihonda, Morogoro Urban District,"	"2004"	"SAT2"	"TAN/21/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561725"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Nkasi District, Rukwa Region"	"2004"	"SAT2"	"TAN/18/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561724"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Nkoanrua, Arumeru District, Arusha"	"2004"	"SAT2"	"TAN/9/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561723"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Arusha Region"	"2004"	"SAT2"	"TAN/6/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561722"	" 648"	"27-NOV-2013"	"cattle"	"Tanzania: Arusha Region"	"2004"	"SAT2"	"TAN/4/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>648"	"1"
"KF561721"	" 663"	"27-NOV-2013"	"wildebeest"	"Tanzania: Serengeti National Park, Mara Region"	"1999"	"SAT1"	"TAN/60/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561720"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Kinondoni District, Dar es Salaam"	"Aug-1999"	"SAT1"	"TAN/51/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561719"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa, Iringa Region"	"1999"	"SAT1"	"TAN/43/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561718"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa, Iringa Region"	"1999"	"SAT1"	"TAN/37/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561717"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Hai District, Kilimanjaro Region"	"1999"	"SAT1"	"TAN/26/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561716"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Musoma District, Mara Region"	"1999"	"SAT1"	"TAN/25/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561715"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Simanjiro, Manyara Region"	"1999"	"SAT1"	"TAN/21/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561714"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Musoma, Mara Region"	"1999"	"SAT1"	"TAN/19/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561713"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Sumbawanga District, Rukwa Region"	"1999"	"SAT1"	"TAN/18/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561712"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Mtwara Urban, Mtwara Region"	"Jun-1999"	"SAT1"	"TAN/6/99"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561711"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Koibate, Arusha Region"	"1996"	"SAT1"	"TAN/5/96"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561710"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Arusha, Arusha Region"	"May-1996"	"SAT1"	"TAN/1/96"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561709"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania: Sumbawanga District, Rukwa Region"	"1980"	"SAT1"	"TAN/3/80"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561708"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania"	"1977"	"SAT1"	"TAN/2/77"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561707"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania"	"1971"	"SAT1"	"TAN/2/71"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561706"	" 663"	"27-NOV-2013"	"cattle"	"Tanzania"	"1971"	"SAT1"	"T155/71"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>663"	"1"
"KF561705"	" 639"	"27-NOV-2013"	"-1"	"Uganda"	"1966"	"A"	"UGA/13/66"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561704"	" 639"	"27-NOV-2013"	"cattle"	"Niger: Niamey"	"1973"	"A"	"NGR/2/73"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561703"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Olulunga, Narok South, Rift Valley"	"Mar-2009"	"A"	"KEN/22/2009 (K63/09)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561702"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Loitokitok, Rift Valley"	"Aug-2008"	"A"	"KEN/28/2008 (K73/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561701"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Gathanji, Kiambu West, Central"	"Feb-2008"	"A"	"KEN/8/2008 (K13/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561700"	" 639"	"27-NOV-2013"	"cattle"	"Kenya: Wei, Nakuru North, Rift Valley"	"Feb-2008"	"A"	"KEN/7/2008 (K10/08)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561699"	" 639"	"27-NOV-2013"	"-1"	"Kenya"	"1966"	"A"	"KEN/42/66 (K18/66)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561698"	" 636"	"27-NOV-2013"	"-1"	"Ghana"	"1973"	"A"	"GHA/16/73"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>636"	"1"
"KF561697"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Bagamoyo, Pwani Region"	"Nov-2009"	"A"	"TAN/47/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561696"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Rural District, Iringa Region"	"Nov-2009"	"A"	"TAN/45/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561695"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Mpwapwa, Dodoma Region"	"Sep-2009"	"A"	"TAN/42/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561694"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Kibaha District, Pwani Region"	"Jun-2009"	"A"	"TAN/11/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561693"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Njombe District, Iringa Region"	"Jun-2009"	"A"	"TAN/9/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561692"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Morogoro Region"	"May-2009"	"A"	"TAN/4/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561691"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"Aug-2008"	"A"	"TAN/12/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561690"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"Aug-2008"	"A"	"TAN/11/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561689"	" 639"	"27-NOV-2013"	"-1"	"Tanzania: Arusha Region"	"1980"	"A"	"TAN/4/80"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561688"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania"	"1967"	"A"	"TAN/3/68 (T809/67)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561687"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania"	"1968"	"A"	"TAN/2/68 (T626/68)"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561686"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Makete District, Njombe Region"	"Oct-2009"	"O"	"TAN/44/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561685"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Morogoro Region"	"May-2009"	"O"	"TAN/5/2009"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561684"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Morogoro Region"	"Sep-2008"	"O"	"TAN/16/2008"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561683"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Nkasi District, Rukwa Region"	"2004"	"O"	"TAN/17/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561682"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Songea, Ruvuma Region"	"2004"	"O"	"TAN/14/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561681"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Chunya District, Mbeya Region"	"2004"	"O"	"TAN/12/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561680"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"2004"	"O"	"TAN/3/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561679"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Kibaha District, Pwani Region"	"2004"	"O"	"TAN/2/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561678"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Bagamoyo District, Pwani Region"	"2004"	"O"	"TAN/1/2004"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561677"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Kyela, Mbeya"	"22-Oct-1998"	"O"	"TAN/9/98"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF561676"	" 639"	"27-NOV-2013"	"cattle"	"Tanzania: Iringa Region"	"1985"	"O"	"TAN/1/85"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
"KF321732"	" 639"	"04-NOV-2013"	"cattle"	"Israel: Ramat Magshimim"	"25-Mar-2007"	"O"	"ISR/30/2007"	"-1"	"-1"	"-1"	"VP1"	"1"	"capsid polypeptide; 1D"	"FALSE"	"<1..>639"	"1"
